name,comments,จำนวนคำ,ยอดไลค์,จำนวนการตอบกลับ,token,token_2g,token_3g,defind_cancer_with_nlp,defind_Genden_with_nlp,defind_Genden_with_python,defind_exp_with_python,beha,Treatment,label,symptoms_colcan_en,No symptoms identified,anxiety,fat,stress,week
fillname_18,"I have GD and just had two baby showers. The only thing that spiked me at both was the cake. I was surprised that the tacos at one shower and the bbq at the other didn’t spike me at all. I’d say don’t cancel, eat in moderation, and walk around to mingle. And if you do spike, it’s okay, it’s just one day.",36,0,0,"['start', 'i', 'gd', 'two', 'baby', 'showers', 'the', 'thing', 'spiked', 'cake', 'i', 'surprised', 'tacos', 'one', 'shower', 'bbq', '’', 'spike', 'i', '’', 'say', '’', 'cancel', 'eat', 'moderation', 'walk', 'around', 'mingle', 'and', 'spike', '’', 'okay', '’', 'one', 'day', 'end']","['start i', 'i gd', 'gd two', 'two baby', 'baby showers', 'showers the', 'the thing', 'thing spiked', 'spiked cake', 'cake i', 'i surprised', 'surprised tacos', 'tacos one', 'one shower', 'shower bbq', 'bbq ’', '’ spike', 'spike i', 'i ’', '’ say', 'say ’', '’ cancel', 'cancel eat', 'eat moderation', 'moderation walk', 'walk around', 'around mingle', 'mingle and', 'and spike', 'spike ’', '’ okay', 'okay ’', '’ one', 'one day', 'day end']","['start i gd', 'i gd two', 'gd two baby', 'two baby showers', 'baby showers the', 'showers the thing', 'the thing spiked', 'thing spiked cake', 'spiked cake i', 'cake i surprised', 'i surprised tacos', 'surprised tacos one', 'tacos one shower', 'one shower bbq', 'shower bbq ’', 'bbq ’ spike', '’ spike i', 'spike i ’', 'i ’ say', '’ say ’', 'say ’ cancel', '’ cancel eat', 'cancel eat moderation', 'eat moderation walk', 'moderation walk around', 'walk around mingle', 'around mingle and', 'mingle and spike', 'and spike ’', 'spike ’ okay', '’ okay ’', 'okay ’ one', '’ one day', 'one day end']",Unable to identify / not sure if it is,ไม่สามารถระบุได้,เพศชาย,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],tell experience,['No symptoms identified'],1,0,0,0,0
fillname_19,"I personally didn’t schedule a baby shower because I thought it would be too depressing being around all the things I can’t enjoy. But there are some good food suggestions I’ve seen on this sub for baby showers so maybe search for ideas and if it won’t make you too sad, go for it!!",34,0,0,"['start', 'i', 'personally', '’', 'schedule', 'baby', 'shower', 'i', 'thought', 'would', 'depressing', 'around', 'things', 'i', '’', 'enjoy', 'but', 'good', 'food', 'suggestions', 'i', '’', 'seen', 'sub', 'baby', 'showers', 'maybe', 'search', 'ideas', '’', 'make', 'sad', 'go', 'end']","['start i', 'i personally', 'personally ’', '’ schedule', 'schedule baby', 'baby shower', 'shower i', 'i thought', 'thought would', 'would depressing', 'depressing around', 'around things', 'things i', 'i ’', '’ enjoy', 'enjoy but', 'but good', 'good food', 'food suggestions', 'suggestions i', 'i ’', '’ seen', 'seen sub', 'sub baby', 'baby showers', 'showers maybe', 'maybe search', 'search ideas', 'ideas ’', '’ make', 'make sad', 'sad go', 'go end']","['start i personally', 'i personally ’', 'personally ’ schedule', '’ schedule baby', 'schedule baby shower', 'baby shower i', 'shower i thought', 'i thought would', 'thought would depressing', 'would depressing around', 'depressing around things', 'around things i', 'things i ’', 'i ’ enjoy', '’ enjoy but', 'enjoy but good', 'but good food', 'good food suggestions', 'food suggestions i', 'suggestions i ’', 'i ’ seen', '’ seen sub', 'seen sub baby', 'sub baby showers', 'baby showers maybe', 'showers maybe search', 'maybe search ideas', 'search ideas ’', 'ideas ’ make', '’ make sad', 'make sad go', 'sad go end']",Unable to identify / not sure if it is,ไม่สามารถระบุได้,เพศชาย,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_2,"I was diagnosed with GDM one week before my baby shower. The doctor told me not to stress and that I am allowed to enjoy my pregnancy, so I shouldn’t be worried about the upcoming baby shower. The doctor will guide you in what you need to do, and you can make dietary choices that keep you within limits. My doc said one day of cake is ok, but best for you to go with what your doctor says :) Enjoy celebrating the baby with your friends and family!",49,0,0,"['start', 'i', 'diagnosed', 'gdm', 'one', 'week', 'baby', 'shower', 'the', 'doctor', 'told', 'stress', 'i', 'allowed', 'enjoy', 'pregnancy', 'i', '’', 'worried', 'upcoming', 'baby', 'shower', 'the', 'doctor', 'guide', 'need', 'make', 'dietary', 'choices', 'keep', 'within', 'limits', 'my', 'doc', 'said', 'one', 'day', 'cake', 'ok', 'best', 'go', 'doctor', 'says', 'enjoy', 'celebrating', 'baby', 'friends', 'family', 'end']","['start i', 'i diagnosed', 'diagnosed gdm', 'gdm one', 'one week', 'week baby', 'baby shower', 'shower the', 'the doctor', 'doctor told', 'told stress', 'stress i', 'i allowed', 'allowed enjoy', 'enjoy pregnancy', 'pregnancy i', 'i ’', '’ worried', 'worried upcoming', 'upcoming baby', 'baby shower', 'shower the', 'the doctor', 'doctor guide', 'guide need', 'need make', 'make dietary', 'dietary choices', 'choices keep', 'keep within', 'within limits', 'limits my', 'my doc', 'doc said', 'said one', 'one day', 'day cake', 'cake ok', 'ok best', 'best go', 'go doctor', 'doctor says', 'says enjoy', 'enjoy celebrating', 'celebrating baby', 'baby friends', 'friends family', 'family end']","['start i diagnosed', 'i diagnosed gdm', 'diagnosed gdm one', 'gdm one week', 'one week baby', 'week baby shower', 'baby shower the', 'shower the doctor', 'the doctor told', 'doctor told stress', 'told stress i', 'stress i allowed', 'i allowed enjoy', 'allowed enjoy pregnancy', 'enjoy pregnancy i', 'pregnancy i ’', 'i ’ worried', '’ worried upcoming', 'worried upcoming baby', 'upcoming baby shower', 'baby shower the', 'shower the doctor', 'the doctor guide', 'doctor guide need', 'guide need make', 'need make dietary', 'make dietary choices', 'dietary choices keep', 'choices keep within', 'keep within limits', 'within limits my', 'limits my doc', 'my doc said', 'doc said one', 'said one day', 'one day cake', 'day cake ok', 'cake ok best', 'ok best go', 'best go doctor', 'go doctor says', 'doctor says enjoy', 'says enjoy celebrating', 'enjoy celebrating baby', 'celebrating baby friends', 'baby friends family', 'friends family end']",gdm,ไม่สามารถระบุได้,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['Stress'],['ไม่สามารถระบุได้'],tell experience,"['week', 'stress']",0,0,0,1,1
fillname_20,"Don’t cancel it, I think you’d regret that later. I had GD while pregnant and now have a. 2.5 yr old son. Looking back now I remember the wonderful shower I had, I even had cake ( and ate some cheese before and walked around after) and the GD and strict diet were such a small small part of it now. Once you get into a rhythm it won’t seem that hard, and thinking about it now, the extra monitoring and focusing on my diet only helped my baby in the long run.",52,0,0,"['start', 'don', '’', 'cancel', 'i', 'think', '’', 'regret', 'later', 'i', 'gd', 'pregnant', '25', 'yr', 'old', 'son', 'looking', 'back', 'i', 'remember', 'wonderful', 'shower', 'i', 'i', 'even', 'cake', 'ate', 'cheese', 'walked', 'around', 'gd', 'strict', 'diet', 'small', 'small', 'part', 'once', 'get', 'rhythm', '’', 'seem', 'hard', 'thinking', 'extra', 'monitoring', 'focusing', 'diet', 'helped', 'baby', 'long', 'run', 'end']","['start don', 'don ’', '’ cancel', 'cancel i', 'i think', 'think ’', '’ regret', 'regret later', 'later i', 'i gd', 'gd pregnant', 'pregnant 25', '25 yr', 'yr old', 'old son', 'son looking', 'looking back', 'back i', 'i remember', 'remember wonderful', 'wonderful shower', 'shower i', 'i i', 'i even', 'even cake', 'cake ate', 'ate cheese', 'cheese walked', 'walked around', 'around gd', 'gd strict', 'strict diet', 'diet small', 'small small', 'small part', 'part once', 'once get', 'get rhythm', 'rhythm ’', '’ seem', 'seem hard', 'hard thinking', 'thinking extra', 'extra monitoring', 'monitoring focusing', 'focusing diet', 'diet helped', 'helped baby', 'baby long', 'long run', 'run end']","['start don ’', 'don ’ cancel', '’ cancel i', 'cancel i think', 'i think ’', 'think ’ regret', '’ regret later', 'regret later i', 'later i gd', 'i gd pregnant', 'gd pregnant 25', 'pregnant 25 yr', '25 yr old', 'yr old son', 'old son looking', 'son looking back', 'looking back i', 'back i remember', 'i remember wonderful', 'remember wonderful shower', 'wonderful shower i', 'shower i i', 'i i even', 'i even cake', 'even cake ate', 'cake ate cheese', 'ate cheese walked', 'cheese walked around', 'walked around gd', 'around gd strict', 'gd strict diet', 'strict diet small', 'diet small small', 'small small part', 'small part once', 'part once get', 'once get rhythm', 'get rhythm ’', 'rhythm ’ seem', '’ seem hard', 'seem hard thinking', 'hard thinking extra', 'thinking extra monitoring', 'extra monitoring focusing', 'monitoring focusing diet', 'focusing diet helped', 'diet helped baby', 'helped baby long', 'baby long run', 'long run end']",Unable to identify / not sure if it is,เพศชาย,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],tell experience,['No symptoms identified'],1,0,0,0,0
fillname_21,"I bring my own food with me to places that I can’t choose what I eat. I wouldn’t cancel, it will be a precious memory of people gathering around you to celebrate your motherhood and baby. You can bring little containers of snacks- Cheese, veggies, hummus, whole grain crackers, green apple slices, nut butters, nuts., avocado … And I usually bring with me some chicken bites I’ve cooked and then I can nibble on my own food and still be nourished and “participate” with others.",59,0,0,"['start', 'i', 'bring', 'food', 'places', 'i', '’', 'choose', 'i', 'eat', 'i', '’', 'cancel', 'precious', 'memory', 'people', 'gathering', 'around', 'celebrate', 'motherhood', 'baby', 'you', 'bring', 'little', 'containers', 'snacks', 'cheese', 'veggies', 'hummus', 'whole', 'grain', 'crackers', 'green', 'apple', 'slices', 'nut', 'butters', 'nuts', 'avocado', '…', 'and', 'i', 'usually', 'bring', 'chicken', 'bites', 'i', '’', 'cooked', 'i', 'nibble', 'food', 'still', 'nourished', '“', 'participate', '”', 'others', 'end']","['start i', 'i bring', 'bring food', 'food places', 'places i', 'i ’', '’ choose', 'choose i', 'i eat', 'eat i', 'i ’', '’ cancel', 'cancel precious', 'precious memory', 'memory people', 'people gathering', 'gathering around', 'around celebrate', 'celebrate motherhood', 'motherhood baby', 'baby you', 'you bring', 'bring little', 'little containers', 'containers snacks', 'snacks cheese', 'cheese veggies', 'veggies hummus', 'hummus whole', 'whole grain', 'grain crackers', 'crackers green', 'green apple', 'apple slices', 'slices nut', 'nut butters', 'butters nuts', 'nuts avocado', 'avocado …', '… and', 'and i', 'i usually', 'usually bring', 'bring chicken', 'chicken bites', 'bites i', 'i ’', '’ cooked', 'cooked i', 'i nibble', 'nibble food', 'food still', 'still nourished', 'nourished “', '“ participate', 'participate ”', '” others', 'others end']","['start i bring', 'i bring food', 'bring food places', 'food places i', 'places i ’', 'i ’ choose', '’ choose i', 'choose i eat', 'i eat i', 'eat i ’', 'i ’ cancel', '’ cancel precious', 'cancel precious memory', 'precious memory people', 'memory people gathering', 'people gathering around', 'gathering around celebrate', 'around celebrate motherhood', 'celebrate motherhood baby', 'motherhood baby you', 'baby you bring', 'you bring little', 'bring little containers', 'little containers snacks', 'containers snacks cheese', 'snacks cheese veggies', 'cheese veggies hummus', 'veggies hummus whole', 'hummus whole grain', 'whole grain crackers', 'grain crackers green', 'crackers green apple', 'green apple slices', 'apple slices nut', 'slices nut butters', 'nut butters nuts', 'butters nuts avocado', 'nuts avocado …', 'avocado … and', '… and i', 'and i usually', 'i usually bring', 'usually bring chicken', 'bring chicken bites', 'chicken bites i', 'bites i ’', 'i ’ cooked', '’ cooked i', 'cooked i nibble', 'i nibble food', 'nibble food still', 'food still nourished', 'still nourished “', 'nourished “ participate', '“ participate ”', 'participate ” others', '” others end']",Unable to identify / not sure if it is,เพศชาย,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_22,"After my diagnosis I was very low emotionally for a good 2 weeks and then the diabetic nurse met with me. She snapped me out of it. This is not the end of the world. You did not do this to yourself - it is from your placenta. Causation is not correlation. Diabetes in your family is a risk factor, but your personal health was good and you cannot blame yourself. My diabetic nurse told me that you could line up 100 women of every shape and size and she’d never be able to guess who has GD and who doesn’t. Read the above suggestions for food to stick to at your shower, but also it is one day. If you happen to spike once in a while, your baby will be OK. Just try your best and hang in there!",64,0,0,"['start', 'after', 'diagnosis', 'i', 'low', 'emotionally', 'good', '2', 'weeks', 'diabetic', 'nurse', 'met', 'she', 'snapped', 'this', 'end', 'world', 'you', 'placenta', 'causation', 'correlation', 'diabetes', 'family', 'risk', 'factor', 'personal', 'health', 'good', 'blame', 'my', 'diabetic', 'nurse', 'told', 'could', 'line', '100', 'women', 'every', 'shape', 'size', '’', 'never', 'able', 'guess', 'gd', '’', 'read', 'suggestions', 'food', 'stick', 'shower', 'also', 'one', 'day', 'if', 'happen', 'spike', 'baby', 'ok', 'just', 'try', 'best', 'hang', 'end']","['start after', 'after diagnosis', 'diagnosis i', 'i low', 'low emotionally', 'emotionally good', 'good 2', '2 weeks', 'weeks diabetic', 'diabetic nurse', 'nurse met', 'met she', 'she snapped', 'snapped this', 'this end', 'end world', 'world you', 'you placenta', 'placenta causation', 'causation correlation', 'correlation diabetes', 'diabetes family', 'family risk', 'risk factor', 'factor personal', 'personal health', 'health good', 'good blame', 'blame my', 'my diabetic', 'diabetic nurse', 'nurse told', 'told could', 'could line', 'line 100', '100 women', 'women every', 'every shape', 'shape size', 'size ’', '’ never', 'never able', 'able guess', 'guess gd', 'gd ’', '’ read', 'read suggestions', 'suggestions food', 'food stick', 'stick shower', 'shower also', 'also one', 'one day', 'day if', 'if happen', 'happen spike', 'spike baby', 'baby ok', 'ok just', 'just try', 'try best', 'best hang', 'hang end']","['start after diagnosis', 'after diagnosis i', 'diagnosis i low', 'i low emotionally', 'low emotionally good', 'emotionally good 2', 'good 2 weeks', '2 weeks diabetic', 'weeks diabetic nurse', 'diabetic nurse met', 'nurse met she', 'met she snapped', 'she snapped this', 'snapped this end', 'this end world', 'end world you', 'world you placenta', 'you placenta causation', 'placenta causation correlation', 'causation correlation diabetes', 'correlation diabetes family', 'diabetes family risk', 'family risk factor', 'risk factor personal', 'factor personal health', 'personal health good', 'health good blame', 'good blame my', 'blame my diabetic', 'my diabetic nurse', 'diabetic nurse told', 'nurse told could', 'told could line', 'could line 100', 'line 100 women', '100 women every', 'women every shape', 'every shape size', 'shape size ’', 'size ’ never', '’ never able', 'never able guess', 'able guess gd', 'guess gd ’', 'gd ’ read', '’ read suggestions', 'read suggestions food', 'suggestions food stick', 'food stick shower', 'stick shower also', 'shower also one', 'also one day', 'one day if', 'day if happen', 'if happen spike', 'happen spike baby', 'spike baby ok', 'baby ok just', 'ok just try', 'just try best', 'try best hang', 'best hang end']",diabetes,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],tell experience,['No symptoms identified'],1,0,0,0,0
fillname_23,"Go and enjoy your baby shower. Not a doctor, but the advice I got was that it is higher sugar levels over time that are bad, not having a one off splurge at a special event, or even once a week. As long as your numbers are in range most of the time, there is no big issue. Think of it like drinking alcohol. Your blood alcohol will spike when you drink alcohol, but it's not like that for the other 22 hours of the day when you're not drinking, or the other 6 days of the week, and therefore not impacting your health. But if you're drunk all day every day then you'll have long term health impacts. Same with carbs and blood sugar levels. FYI I am not suggesting it's ok to drink while pregnant, just using an analogy haha",76,0,0,"['start', 'go', 'enjoy', 'baby', 'shower', 'not', 'doctor', 'advice', 'i', 'got', 'higher', 'sugar', 'levels', 'time', 'bad', 'one', 'splurge', 'special', 'event', 'even', 'week', 'as', 'long', 'numbers', 'range', 'time', 'big', 'issue', 'think', 'like', 'drinking', 'alcohol', 'your', 'blood', 'alcohol', 'spike', 'drink', 'alcohol', 'like', '22', 'hours', 'day', 'youre', 'drinking', '6', 'days', 'week', 'therefore', 'impacting', 'health', 'but', 'youre', 'drunk', 'day', 'every', 'day', 'youll', 'long', 'term', 'health', 'impacts', 'same', 'carbs', 'blood', 'sugar', 'levels', 'fyi', 'i', 'suggesting', 'ok', 'drink', 'pregnant', 'using', 'analogy', 'haha', 'end']","['start go', 'go enjoy', 'enjoy baby', 'baby shower', 'shower not', 'not doctor', 'doctor advice', 'advice i', 'i got', 'got higher', 'higher sugar', 'sugar levels', 'levels time', 'time bad', 'bad one', 'one splurge', 'splurge special', 'special event', 'event even', 'even week', 'week as', 'as long', 'long numbers', 'numbers range', 'range time', 'time big', 'big issue', 'issue think', 'think like', 'like drinking', 'drinking alcohol', 'alcohol your', 'your blood', 'blood alcohol', 'alcohol spike', 'spike drink', 'drink alcohol', 'alcohol like', 'like 22', '22 hours', 'hours day', 'day youre', 'youre drinking', 'drinking 6', '6 days', 'days week', 'week therefore', 'therefore impacting', 'impacting health', 'health but', 'but youre', 'youre drunk', 'drunk day', 'day every', 'every day', 'day youll', 'youll long', 'long term', 'term health', 'health impacts', 'impacts same', 'same carbs', 'carbs blood', 'blood sugar', 'sugar levels', 'levels fyi', 'fyi i', 'i suggesting', 'suggesting ok', 'ok drink', 'drink pregnant', 'pregnant using', 'using analogy', 'analogy haha', 'haha end']","['start go enjoy', 'go enjoy baby', 'enjoy baby shower', 'baby shower not', 'shower not doctor', 'not doctor advice', 'doctor advice i', 'advice i got', 'i got higher', 'got higher sugar', 'higher sugar levels', 'sugar levels time', 'levels time bad', 'time bad one', 'bad one splurge', 'one splurge special', 'splurge special event', 'special event even', 'event even week', 'even week as', 'week as long', 'as long numbers', 'long numbers range', 'numbers range time', 'range time big', 'time big issue', 'big issue think', 'issue think like', 'think like drinking', 'like drinking alcohol', 'drinking alcohol your', 'alcohol your blood', 'your blood alcohol', 'blood alcohol spike', 'alcohol spike drink', 'spike drink alcohol', 'drink alcohol like', 'alcohol like 22', 'like 22 hours', '22 hours day', 'hours day youre', 'day youre drinking', 'youre drinking 6', 'drinking 6 days', '6 days week', 'days week therefore', 'week therefore impacting', 'therefore impacting health', 'impacting health but', 'health but youre', 'but youre drunk', 'youre drunk day', 'drunk day every', 'day every day', 'every day youll', 'day youll long', 'youll long term', 'long term health', 'term health impacts', 'health impacts same', 'impacts same carbs', 'same carbs blood', 'carbs blood sugar', 'blood sugar levels', 'sugar levels fyi', 'levels fyi i', 'fyi i suggesting', 'i suggesting ok', 'suggesting ok drink', 'ok drink pregnant', 'drink pregnant using', 'pregnant using analogy', 'using analogy haha', 'analogy haha end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,เพศชาย,เล่าประสบการณ์คนอื่น,['Drinking'],['ไม่สามารถระบุได้'],useless/unimportant,['week'],0,0,0,0,1
fillname_24,This is a perfect analogy!,5,0,0,"['start', 'this', 'perfect', 'analogy', 'end']","['start this', 'this perfect', 'perfect analogy', 'analogy end']","['start this perfect', 'this perfect analogy', 'perfect analogy end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,ไม่สามารถระบุได้,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_25,"Definitely don’t cancel girl! Go enjoy your shower! You can pack some easy things to eat with you in the car. This sub has tons of meal ideas and you can find a bunch online. The nutritionist you’ll meet with will likely provide you with some too. But if it’s all too overwhelming, just go enjoy that day and do the best you can and it’ll be ok! It’s ok to have a day of spikes. Go enjoy yourself!",45,0,0,"['start', 'definitely', '’', 'cancel', 'girl', 'go', 'enjoy', 'shower', 'you', 'pack', 'easy', 'things', 'eat', 'car', 'this', 'sub', 'tons', 'meal', 'ideas', 'find', 'bunch', 'online', 'the', 'nutritionist', '’', 'meet', 'likely', 'provide', 'but', '’', 'overwhelming', 'go', 'enjoy', 'day', 'best', '’', 'ok', 'it', '’', 'ok', 'day', 'spikes', 'go', 'enjoy', 'end']","['start definitely', 'definitely ’', '’ cancel', 'cancel girl', 'girl go', 'go enjoy', 'enjoy shower', 'shower you', 'you pack', 'pack easy', 'easy things', 'things eat', 'eat car', 'car this', 'this sub', 'sub tons', 'tons meal', 'meal ideas', 'ideas find', 'find bunch', 'bunch online', 'online the', 'the nutritionist', 'nutritionist ’', '’ meet', 'meet likely', 'likely provide', 'provide but', 'but ’', '’ overwhelming', 'overwhelming go', 'go enjoy', 'enjoy day', 'day best', 'best ’', '’ ok', 'ok it', 'it ’', '’ ok', 'ok day', 'day spikes', 'spikes go', 'go enjoy', 'enjoy end']","['start definitely ’', 'definitely ’ cancel', '’ cancel girl', 'cancel girl go', 'girl go enjoy', 'go enjoy shower', 'enjoy shower you', 'shower you pack', 'you pack easy', 'pack easy things', 'easy things eat', 'things eat car', 'eat car this', 'car this sub', 'this sub tons', 'sub tons meal', 'tons meal ideas', 'meal ideas find', 'ideas find bunch', 'find bunch online', 'bunch online the', 'online the nutritionist', 'the nutritionist ’', 'nutritionist ’ meet', '’ meet likely', 'meet likely provide', 'likely provide but', 'provide but ’', 'but ’ overwhelming', '’ overwhelming go', 'overwhelming go enjoy', 'go enjoy day', 'enjoy day best', 'day best ’', 'best ’ ok', '’ ok it', 'ok it ’', 'it ’ ok', '’ ok day', 'ok day spikes', 'day spikes go', 'spikes go enjoy', 'go enjoy end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,เพศชาย,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_26,Don’t cancel it! Make sure there’s some food served that you can enjoy. Relish in these happy moments and celebrate this sweet baby with your loved ones!,19,0,0,"['start', 'don', '’', 'cancel', 'make', 'sure', '’', 'food', 'served', 'enjoy', 'relish', 'happy', 'moments', 'celebrate', 'sweet', 'baby', 'loved', 'ones', 'end']","['start don', 'don ’', '’ cancel', 'cancel make', 'make sure', 'sure ’', '’ food', 'food served', 'served enjoy', 'enjoy relish', 'relish happy', 'happy moments', 'moments celebrate', 'celebrate sweet', 'sweet baby', 'baby loved', 'loved ones', 'ones end']","['start don ’', 'don ’ cancel', '’ cancel make', 'cancel make sure', 'make sure ’', 'sure ’ food', '’ food served', 'food served enjoy', 'served enjoy relish', 'enjoy relish happy', 'relish happy moments', 'happy moments celebrate', 'moments celebrate sweet', 'celebrate sweet baby', 'sweet baby loved', 'baby loved ones', 'loved ones end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,เพศชาย,เล่าประสบการณ์คนอื่น,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],useless/unimportant,['No symptoms identified'],1,0,0,0,0
fillname_27,"I had my baby shower with GD. by then, I knew what I could eat. I loaded up on a crap ton of protein and fiber at the party and then at the very end had one single cupcake. It was my only cheat of the pregnancy.",25,0,0,"['start', 'i', 'baby', 'shower', 'gd', 'i', 'knew', 'i', 'could', 'eat', 'i', 'loaded', 'crap', 'ton', 'protein', 'fiber', 'party', 'end', 'one', 'single', 'cupcake', 'it', 'cheat', 'pregnancy', 'end']","['start i', 'i baby', 'baby shower', 'shower gd', 'gd i', 'i knew', 'knew i', 'i could', 'could eat', 'eat i', 'i loaded', 'loaded crap', 'crap ton', 'ton protein', 'protein fiber', 'fiber party', 'party end', 'end one', 'one single', 'single cupcake', 'cupcake it', 'it cheat', 'cheat pregnancy', 'pregnancy end']","['start i baby', 'i baby shower', 'baby shower gd', 'shower gd i', 'gd i knew', 'i knew i', 'knew i could', 'i could eat', 'could eat i', 'eat i loaded', 'i loaded crap', 'loaded crap ton', 'crap ton protein', 'ton protein fiber', 'protein fiber party', 'fiber party end', 'party end one', 'end one single', 'one single cupcake', 'single cupcake it', 'cupcake it cheat', 'it cheat pregnancy', 'cheat pregnancy end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,ไม่สามารถระบุได้,เล่าประสบการณ์ตัวเอง,['ไม่สามารถระบุได้'],['ไม่สามารถระบุได้'],tell experience,['No symptoms identified'],1,0,0,0,0
fillname_28,"I was diagnosed with GDB, gave birth 4 months ago and had a baby shower. It’s going to be OK, girl! It’s not the end of the world. Stick to meats and veggies, stay away from sweets, carbs (specifically rice). Even if you feel you can’t “eat anything,” don’t deprive yourself. It’s ok to have a cheat day. If it’s too hard for you, there is always insulin. Don’t stress yourself out, just enjoy the pregnancy.",54,0,0,"['start', 'i', 'diagnosed', 'gdb', 'gave', 'birth', '4', 'months', 'ago', 'baby', 'shower', 'it', '’', 'going', 'ok', 'girl', 'it', '’', 'end', 'world', 'stick', 'meats', 'veggies', 'stay', 'away', 'sweets', 'carbs', 'specifically', 'rice', 'even', 'feel', '’', '“', 'eat', 'anything', '”', '’', 'deprive', 'it', '’', 'ok', 'cheat', 'day', 'if', '’', 'hard', 'always', 'insulin', 'don', '’', 'stress', 'enjoy', 'pregnancy', 'end']","['start i', 'i diagnosed', 'diagnosed gdb', 'gdb gave', 'gave birth', 'birth 4', '4 months', 'months ago', 'ago baby', 'baby shower', 'shower it', 'it ’', '’ going', 'going ok', 'ok girl', 'girl it', 'it ’', '’ end', 'end world', 'world stick', 'stick meats', 'meats veggies', 'veggies stay', 'stay away', 'away sweets', 'sweets carbs', 'carbs specifically', 'specifically rice', 'rice even', 'even feel', 'feel ’', '’ “', '“ eat', 'eat anything', 'anything ”', '” ’', '’ deprive', 'deprive it', 'it ’', '’ ok', 'ok cheat', 'cheat day', 'day if', 'if ’', '’ hard', 'hard always', 'always insulin', 'insulin don', 'don ’', '’ stress', 'stress enjoy', 'enjoy pregnancy', 'pregnancy end']","['start i diagnosed', 'i diagnosed gdb', 'diagnosed gdb gave', 'gdb gave birth', 'gave birth 4', 'birth 4 months', '4 months ago', 'months ago baby', 'ago baby shower', 'baby shower it', 'shower it ’', 'it ’ going', '’ going ok', 'going ok girl', 'ok girl it', 'girl it ’', 'it ’ end', '’ end world', 'end world stick', 'world stick meats', 'stick meats veggies', 'meats veggies stay', 'veggies stay away', 'stay away sweets', 'away sweets carbs', 'sweets carbs specifically', 'carbs specifically rice', 'specifically rice even', 'rice even feel', 'even feel ’', 'feel ’ “', '’ “ eat', '“ eat anything', 'eat anything ”', 'anything ” ’', '” ’ deprive', '’ deprive it', 'deprive it ’', 'it ’ ok', '’ ok cheat', 'ok cheat day', 'cheat day if', 'day if ’', 'if ’ hard', '’ hard always', 'hard always insulin', 'always insulin don', 'insulin don ’', 'don ’ stress', '’ stress enjoy', 'stress enjoy pregnancy', 'enjoy pregnancy end']",Unable to identify / not sure if it is,เล่าทั้งสองเพศ,เพศชาย,เล่าประสบการณ์คนอื่น,['Stress'],['Drug use'],tell experience,['stress'],0,0,0,1,0
